,User ID,Date,Date Week,Year Week,Month,Day,Hour,Question ID,Bundle ID,Q Cat.,User answer,Correct answer,Result,Answer duration,Class
10304101,U468550,2019-04-04,2019-04 W13,2019 W13,4,4,16,904,b904,2,3,3,Correct,0.3333333333333333,Class #15
4558302,U7873,2019-08-26,2019-08 W34,2019 W34,8,26,3,884,b884,2,1,1,Correct,0.25,Class #7
6563277,U15224,2019-09-22,2019-09 W37,2019 W37,9,22,8,2614,b1805,4,1,4,Incorrect,0.7833333333333333,Class #10
10206187,U457750,2019-02-06,2019-02 W05,2019 W05,2,6,23,10259,b7610,5,4,4,Correct,0.6333333333333333,Class #15
12651163,U758237,2019-11-02,2019-11 W43,2019 W43,11,2,7,17584,b11727,5,2,2,Correct,0.8166666666666667,Class #19
7900728,U280494,2019-05-23,2019-05 W20,2019 W20,5,23,10,4493,b3025,5,2,2,Correct,0.6,Class #12
6267473,U13167,2019-11-12,2019-11 W45,2019 W45,11,12,2,5305,b3837,5,1,1,Correct,0.6166666666666667,Class #10
4946253,U8929,2018-12-27,2018-12 W52,2018 W52,12,27,0,667,b667,2,3,3,Correct,0.3166666666666666,Class #8
3028891,U4635,2019-08-23,2019-08 W33,2019 W33,8,23,8,86,b86,1,2,1,Incorrect,0.4,Class #5
12271634,U691115,2019-10-26,2019-10 W42,2019 W42,10,26,18,8079,b5550,1,2,2,Correct,0.3666666666666665,Class #18
9649425,U405038,2019-01-29,2019-01 W04,2019 W04,1,29,7,11112,b8165,1,2,2,Correct,0.3333333333333333,Class #14
2338181,U3257,2019-09-10,2019-09 W36,2019 W36,9,10,14,11864,b8549,6,2,2,Correct,0.4791666666666667,Class #4
7751164,U271659,2018-10-05,2018-10 W40,2018 W40,10,5,11,5929,b4461,5,2,4,Incorrect,1.0333333333333334,Class #12
1181907,U1440,2019-07-17,2019-07 W28,2019 W28,7,17,13,166,b166,1,2,3,Incorrect,0.4,Class #2
7950220,U281811,2018-11-18,2018-11 W46,2018 W46,11,18,2,6865,b5193,6,3,3,Correct,0.4541666666666666,Class #12
4393371,U7555,2019-08-10,2019-08 W31,2019 W31,8,10,8,4917,b3449,5,2,2,Correct,0.35,Class #7
2156739,U3058,2019-10-28,2019-10 W43,2019 W43,10,28,2,8179,b5650,1,1,1,Correct,0.4666666666666667,Class #4
3258811,U5211,2019-07-21,2019-07 W28,2019 W28,7,21,16,6213,b4745,5,2,2,Correct,0.4833333333333333,Class #5
6839339,U17291,2019-10-09,2019-10 W40,2019 W40,10,9,2,3885,b2417,5,3,3,Correct,0.35,Class #11
1468416,U1740,2019-07-17,2019-07 W28,2019 W28,7,17,6,5929,b4461,5,1,4,Incorrect,0.2833333333333333,Class #3
2492737,U3534,2018-11-22,2018-11 W47,2018 W47,11,22,12,3229,b2010,4,1,1,Correct,0.4277666666666667,Class #4
4318992,U7514,2019-09-13,2019-09 W36,2019 W36,9,13,13,8989,b6340,5,1,3,Incorrect,0.2333333333333333,Class #7
7541958,U261015,2019-09-21,2019-09 W37,2019 W37,9,21,12,5396,b3928,5,1,2,Incorrect,0.2833333333333333,Class #12
8794142,U350188,2018-12-18,2018-12 W51,2018 W51,12,18,8,7563,b5380,7,3,3,Correct,0.45,Class #13
2916058,U4331,2019-08-13,2019-08 W32,2019 W32,8,13,10,1885,b1562,3,2,2,Correct,0.40555,Class #5
4009105,U6992,2019-06-08,2019-06 W22,2019 W22,6,8,15,5438,b3970,5,1,1,Correct,0.1166666666666666,Class #6
12787318,U758880,2019-10-07,2019-10 W40,2019 W40,10,7,17,9479,b6830,5,3,1,Incorrect,1.3,Class #19
809240,U1064,2019-11-26,2019-11 W47,2019 W47,11,26,5,17485,b11671,4,3,3,Correct,0.6388833333333334,Class #2
9763921,U413647,2019-05-20,2019-05 W20,2019 W20,5,20,7,11232,b8285,1,4,4,Correct,0.3333333333333333,Class #15
7642129,U264883,2018-09-24,2018-09 W39,2018 W39,9,24,6,3942,b2474,5,1,1,Correct,0.2666666666666666,Class #12
8422892,U321150,2019-03-14,2019-03 W10,2019 W10,3,14,1,9050,b6401,5,1,1,Correct,0.1833333333333332,Class #13
8589728,U332183,2019-05-07,2019-05 W18,2019 W18,5,7,4,11558,b8472,6,3,3,Correct,0.4833333333333333,Class #13
3654489,U6021,2019-08-30,2019-08 W34,2019 W34,8,30,5,7196,b5284,7,2,2,Correct,0.95,Class #6
11098688,U537972,2019-07-22,2019-07 W29,2019 W29,7,22,8,8051,b5522,1,1,1,Correct,0.4166666666666667,Class #17
12182503,U683005,2019-09-30,2019-09 W39,2019 W39,9,30,17,17050,b11287,5,2,3,Incorrect,0.4,Class #18
2885393,U4253,2019-07-02,2019-07 W26,2019 W26,7,2,4,3665,b2197,5,2,2,Correct,0.2833333333333333,Class #5
12441046,U747436,2019-09-19,2019-09 W37,2019 W37,9,19,11,3631,b2163,5,1,1,Correct,0.4166666666666667,Class #19
4852022,U8646,2019-07-25,2019-07 W29,2019 W29,7,25,14,1110,b1110,2,3,3,Correct,0.3,Class #8
12604268,U756891,2019-10-09,2019-10 W40,2019 W40,10,9,7,17060,b11297,5,2,2,Correct,0.35,Class #19
8528033,U328060,2019-11-05,2019-11 W44,2019 W44,11,5,11,6070,b4602,5,2,4,Incorrect,0.4,Class #13
4404048,U7584,2019-08-01,2019-08 W30,2019 W30,8,1,15,6826,b5183,6,1,3,Incorrect,0.6083333333333333,Class #7
4361740,U7537,2019-10-28,2019-10 W43,2019 W43,10,28,15,2452,b1751,3,2,2,Correct,0.3722166666666665,Class #7
9278211,U383092,2019-05-15,2019-05 W19,2019 W19,5,15,0,9391,b6742,5,2,1,Incorrect,0.1833333333333332,Class #14
4135847,U7348,2019-10-02,2019-10 W39,2019 W39,10,2,12,1455,b1419,3,3,3,Correct,0.3111166666666666,Class #7
7707742,U268793,2019-01-19,2019-01 W02,2019 W02,1,19,12,6044,b4576,5,2,4,Incorrect,0.1666666666666666,Class #12
5857953,U11583,2019-11-18,2019-11 W46,2019 W46,11,18,14,5052,b3584,5,1,3,Incorrect,0.25,Class #9
10161598,U450637,2019-02-11,2019-02 W06,2019 W06,2,11,3,3774,b2306,5,4,1,Incorrect,0.0666666666666666,Class #15
58062,U119,2019-07-25,2019-07 W29,2019 W29,7,25,9,11888,b8555,6,2,3,Incorrect,0.4166666666666667,Class #1
4677284,U8099,2019-08-02,2019-08 W30,2019 W30,8,2,13,2513,b1771,3,2,2,Correct,0.4722166666666667,Class #7
1462771,U1730,2019-07-20,2019-07 W28,2019 W28,7,20,17,6952,b5214,6,4,2,Incorrect,0.3916666666666666,Class #3
9149324,U375614,2019-01-26,2019-01 W03,2019 W03,1,26,1,6166,b4698,5,3,1,Incorrect,0.3833333333333333,Class #14
3022461,U4607,2019-05-17,2019-05 W19,2019 W19,5,17,11,4856,b3388,5,3,1,Incorrect,0.7166666666666667,Class #5
8712014,U344221,2019-04-16,2019-04 W15,2019 W15,4,16,14,4582,b3114,5,3,2,Incorrect,0.35,Class #13
976583,U1272,2019-05-20,2019-05 W20,2019 W20,5,20,0,3062,b1954,4,3,3,Correct,0.5777666666666667,Class #2
12633026,U758165,2019-11-19,2019-11 W46,2019 W46,11,19,10,6840,b5186,6,3,3,Correct,0.4791666666666667,Class #19
5988501,U12079,2018-10-08,2018-10 W41,2018 W41,10,8,3,1101,b1101,2,2,2,Correct,0.2333333333333333,Class #9
853392,U1142,2019-07-13,2019-07 W27,2019 W27,7,13,5,7838,b5464,7,1,1,Correct,0.5766666666666667,Class #2
12872910,U760266,2019-11-10,2019-11 W44,2019 W44,11,10,13,3161,b1987,4,3,3,Correct,0.40555,Class #20
12769416,U758727,2019-11-14,2019-11 W45,2019 W45,11,14,23,8729,b6080,5,3,3,Correct,0.05,Class #19
8954352,U361274,2018-12-31,2018-12 W53,2018 W53,12,31,6,11178,b8231,1,1,1,Correct,0.8,Class #14
1402032,U1664,2019-07-07,2019-07 W26,2019 W26,7,7,17,6675,b5115,6,2,2,Correct,0.4041666666666667,Class #3
1626482,U2055,2019-07-17,2019-07 W28,2019 W28,7,17,1,5248,b3780,5,1,1,Correct,0.35,Class #3
5375785,U10177,2019-02-08,2019-02 W05,2019 W05,2,8,8,7823,b5461,7,1,1,Correct,0.3888833333333333,Class #8
11852949,U640147,2019-10-02,2019-10 W39,2019 W39,10,2,14,4849,b3381,5,2,1,Incorrect,0.3166666666666666,Class #18
12377732,U745819,2019-11-03,2019-11 W43,2019 W43,11,3,14,9452,b6803,5,4,4,Correct,0.3,Class #19
9876578,U421165,2019-01-14,2019-01 W02,2019 W02,1,14,5,10733,b7947,6,4,4,Correct,0.0416666666666666,Class #15
5225168,U9751,2019-08-11,2019-08 W31,2019 W31,8,11,1,1748,b1516,3,3,3,Correct,0.0444333333333333,Class #8
12900813,U761330,2019-11-20,2019-11 W46,2019 W46,11,20,4,11311,b8335,4,3,3,Correct,0.15,Class #20
7938916,U281718,2018-11-01,2018-11 W44,2018 W44,11,1,12,6221,b4753,5,3,3,Correct,0.2166666666666666,Class #12
389821,U476,2019-07-11,2019-07 W27,2019 W27,7,11,15,5500,b4032,5,1,1,Correct,0.3166666666666666,Class #1
2425864,U3398,2019-08-17,2019-08 W32,2019 W32,8,17,8,11931,b8566,6,1,1,Correct,0.3833333333333333,Class #4
2544332,U3657,2019-04-27,2019-04 W16,2019 W16,4,27,8,1286,b1286,2,1,1,Correct,0.25,Class #4
11522796,U583236,2019-07-14,2019-07 W27,2019 W27,7,14,2,1130,b1130,2,1,1,Correct,0.2666666666666666,Class #17
8483733,U326710,2018-12-13,2018-12 W50,2018 W50,12,13,15,5862,b4394,5,2,2,Correct,0.5833333333333334,Class #13
7765308,U273046,2018-10-30,2018-10 W44,2018 W44,10,30,8,11062,b8115,1,1,1,Correct,0.3333333333333333,Class #12
6715889,U16024,2019-11-09,2019-11 W44,2019 W44,11,9,5,5125,b3657,5,3,4,Incorrect,0.2,Class #10
13301599,U802441,2019-11-16,2019-11 W45,2019 W45,11,16,22,3127,b1976,4,1,1,Correct,0.85,Class #20
9716826,U410631,2019-07-21,2019-07 W28,2019 W28,7,21,3,17598,b11739,3,1,1,Correct,0.29445,Class #15
164698,U265,2019-07-06,2019-07 W26,2019 W26,7,6,8,11108,b8161,1,4,4,Correct,0.3833333333333333,Class #1
4229703,U7413,2019-09-01,2019-09 W34,2019 W34,9,1,13,4430,b2962,5,1,1,Correct,0.3166666666666666,Class #7
7931490,U281577,2018-12-08,2018-12 W49,2018 W49,12,8,9,1608,b1470,3,2,1,Incorrect,0.35555,Class #12
519671,U649,2019-05-29,2019-05 W21,2019 W21,5,29,1,3935,b2467,5,1,1,Correct,0.2,Class #1
12891205,U760850,2019-11-13,2019-11 W45,2019 W45,11,13,16,1095,b1095,2,1,3,Incorrect,0.2666666666666666,Class #20
10744221,U507725,2019-03-08,2019-03 W09,2019 W09,3,8,10,507,b507,2,3,3,Correct,0.2833333333333333,Class #16
10318857,U469708,2019-10-16,2019-10 W41,2019 W41,10,16,23,10057,b7408,5,3,3,Correct,0.5666666666666667,Class #15
4796997,U8511,2019-09-30,2019-09 W39,2019 W39,9,30,0,188,b188,1,1,3,Incorrect,0.5666666666666667,Class #8
467359,U579,2019-07-02,2019-07 W26,2019 W26,7,2,7,561,b561,2,2,2,Correct,0.3333333333333333,Class #1
10724833,U505511,2019-03-04,2019-03 W09,2019 W09,3,4,3,3845,b2377,5,3,3,Correct,0.7833333333333333,Class #16
6014734,U12144,2019-07-21,2019-07 W28,2019 W28,7,21,2,10636,b7920,6,1,2,Incorrect,0.9791666666666666,Class #9
12434604,U747121,2019-11-25,2019-11 W47,2019 W47,11,25,18,8336,b5707,7,2,2,Correct,0.03,Class #19
12754235,U758639,2019-11-13,2019-11 W45,2019 W45,11,13,0,11149,b8202,1,2,2,Correct,0.3833333333333333,Class #19
7264426,U249979,2018-10-02,2018-10 W40,2018 W40,10,2,4,4469,b3001,5,2,2,Correct,0.4666666666666667,Class #11
9469871,U393468,2019-11-21,2019-11 W46,2019 W46,11,21,10,4247,b2779,5,2,2,Correct,0.2333333333333333,Class #14
303424,U371,2019-07-26,2019-07 W29,2019 W29,7,26,19,1003,b1003,2,1,3,Incorrect,0.5833333333333334,Class #1
1099102,U1362,2019-08-15,2019-08 W32,2019 W32,8,15,15,5275,b3807,5,2,2,Correct,0.2333333333333333,Class #2
6923494,U18092,2019-09-06,2019-09 W35,2019 W35,9,6,8,11809,b8535,6,1,1,Correct,0.6166666666666667,Class #11
4320804,U7514,2019-10-30,2019-10 W43,2019 W43,10,30,17,8723,b6074,5,3,3,Correct,0.2,Class #7
11171855,U544165,2019-04-06,2019-04 W13,2019 W13,4,6,4,11824,b8539,6,2,1,Incorrect,0.4625,Class #17
5233725,U9776,2019-05-15,2019-05 W19,2019 W19,5,15,0,5146,b3678,5,1,1,Correct,0.2666666666666666,Class #8
5178369,U9652,2019-08-26,2019-08 W34,2019 W34,8,26,9,8352,b5711,7,3,3,Correct,0.57,Class #8
11687841,U613416,2019-07-26,2019-07 W29,2019 W29,7,26,10,5905,b4437,5,1,1,Correct,0.0833333333333333,Class #18
11701876,U613856,2019-07-04,2019-07 W26,2019 W26,7,4,4,5321,b3853,5,2,2,Correct,0.3333333333333333,Class #18
11357429,U566335,2019-04-22,2019-04 W16,2019 W16,4,22,11,7810,b5455,7,3,3,Correct,0.76,Class #17
9296612,U383614,2019-04-27,2019-04 W16,2019 W16,4,27,23,2146,b1649,3,2,2,Correct,0.5222166666666667,Class #14
9709178,U410166,2019-05-20,2019-05 W20,2019 W20,5,20,10,17268,b11505,5,2,2,Correct,0.65,Class #15
9016318,U367224,2019-04-10,2019-04 W14,2019 W14,4,10,16,1033,b1033,2,2,2,Correct,0.3833333333333333,Class #14
10734396,U506129,2019-04-07,2019-04 W13,2019 W13,4,7,6,6924,b5207,6,3,1,Incorrect,0.6583333333333333,Class #16
13247323,U798089,2019-11-02,2019-11 W43,2019 W43,11,2,1,6589,b5094,6,3,3,Correct,0.4875,Class #20
4608082,U7939,2019-07-29,2019-07 W30,2019 W30,7,29,16,6184,b4716,5,3,2,Incorrect,1.25,Class #7
9112369,U372808,2019-04-13,2019-04 W14,2019 W14,4,13,13,4211,b2743,5,3,3,Correct,0.35,Class #14
13221492,U795933,2019-11-03,2019-11 W43,2019 W43,11,3,0,10606,b7913,6,1,1,Correct,0.9,Class #20
9146754,U375614,2019-01-15,2019-01 W02,2019 W02,1,15,0,8096,b5567,1,4,4,Correct,0.6166666666666667,Class #14
8104268,U291201,2018-11-01,2018-11 W44,2018 W44,11,1,8,4045,b2577,5,1,4,Incorrect,0.6166666666666667,Class #12
4884662,U8712,2019-09-23,2019-09 W38,2019 W38,9,23,4,4184,b2716,5,4,4,Correct,0.3,Class #8
730105,U954,2019-07-13,2019-07 W27,2019 W27,7,13,14,3962,b2494,5,2,4,Incorrect,0.1,Class #2
8301887,U310480,2019-01-16,2019-01 W02,2019 W02,1,16,0,6244,b4776,5,1,2,Incorrect,0.5333333333333333,Class #13
8643952,U338330,2018-12-04,2018-12 W49,2018 W49,12,4,12,10036,b7387,5,2,2,Correct,0.2666666666666666,Class #13
54215,U119,2019-07-18,2019-07 W28,2019 W28,7,18,13,10600,b7911,6,1,4,Incorrect,0.5166666666666667,Class #1
9767616,U413647,2019-02-27,2019-02 W08,2019 W08,2,27,4,11290,b8328,4,4,4,Correct,0.45,Class #15
367450,U453,2019-05-07,2019-05 W18,2019 W18,5,7,16,11012,b8065,1,3,3,Correct,0.35,Class #1
3911965,U6842,2019-09-08,2019-09 W35,2019 W35,9,8,5,6722,b5128,5,1,1,Correct,0.3833333333333333,Class #6
12680687,U758398,2019-11-06,2019-11 W44,2019 W44,11,6,13,11807,b8535,6,2,2,Correct,0.4375,Class #19
4918727,U8835,2019-08-19,2019-08 W33,2019 W33,8,19,15,6934,b5210,6,1,4,Incorrect,0.0208333333333333,Class #8
9586672,U398466,2019-01-24,2019-01 W03,2019 W03,1,24,6,6382,b4914,5,4,3,Incorrect,0.2833333333333333,Class #14
11677251,U612234,2019-06-11,2019-06 W23,2019 W23,6,11,9,5423,b3955,5,4,4,Correct,0.1333333333333333,Class #18
11949730,U664769,2019-10-22,2019-10 W42,2019 W42,10,22,0,8589,b5940,5,3,4,Incorrect,0.35,Class #18
10102488,U444643,2019-03-11,2019-03 W10,2019 W10,3,11,9,1460,b1420,3,3,3,Correct,0.4388833333333333,Class #15
2355110,U3276,2019-07-22,2019-07 W29,2019 W29,7,22,15,9533,b6884,5,4,2,Incorrect,0.25,Class #4
3924861,U6843,2019-08-26,2019-08 W34,2019 W34,8,26,6,6922,b5207,6,2,2,Correct,0.8125,Class #6
7924763,U281536,2018-12-09,2018-12 W49,2018 W49,12,9,9,598,b598,2,3,3,Correct,0.3,Class #12
12833132,U759267,2019-10-26,2019-10 W42,2019 W42,10,26,15,17777,b11840,2,1,2,Incorrect,0.2833333333333333,Class #19
3646500,U6010,2019-09-13,2019-09 W36,2019 W36,9,13,21,9914,b7265,5,1,1,Correct,0.1666666666666666,Class #6
4765817,U8411,2019-09-17,2019-09 W37,2019 W37,9,17,16,6872,b5194,6,1,2,Incorrect,0.8583333333333333,Class #7
3743228,U6353,2019-09-26,2019-09 W38,2019 W38,9,26,3,3962,b2494,5,3,4,Incorrect,1.1833333333333331,Class #6
8627281,U335982,2019-11-13,2019-11 W45,2019 W45,11,13,2,7416,b5341,7,3,4,Incorrect,1.2625,Class #13
2060068,U2881,2019-05-21,2019-05 W20,2019 W20,5,21,9,2743,b1848,4,2,4,Incorrect,0.45555,Class #4
2065144,U2881,2019-06-28,2019-06 W25,2019 W25,6,28,8,8347,b5710,7,4,3,Incorrect,0.8666666666666667,Class #4
12339712,U733061,2019-10-09,2019-10 W40,2019 W40,10,9,13,10856,b7978,6,1,4,Incorrect,0.5833333333333334,Class #19
4576835,U7892,2019-07-24,2019-07 W29,2019 W29,7,24,15,2899,b1900,4,1,1,Correct,0.3111,Class #7
5593615,U10794,2019-07-30,2019-07 W30,2019 W30,7,30,7,3788,b2320,5,4,4,Correct,0.1833333333333332,Class #9
1701823,U2218,2019-01-29,2019-01 W04,2019 W04,1,29,15,11277,b8323,4,3,4,Incorrect,0.4277666666666667,Class #3
10598531,U494839,2019-05-11,2019-05 W18,2019 W18,5,11,3,8054,b5525,1,2,2,Correct,0.4,Class #16
1107488,U1363,2019-11-16,2019-11 W45,2019 W45,11,16,9,10768,b7956,6,3,3,Correct,0.6125,Class #2
11205334,U546818,2019-04-02,2019-04 W13,2019 W13,4,2,8,10956,b8009,1,3,3,Correct,0.3333333333333333,Class #17
389405,U476,2019-08-23,2019-08 W33,2019 W33,8,23,16,4520,b3052,5,3,3,Correct,0.2333333333333333,Class #1
11935772,U660521,2019-10-07,2019-10 W40,2019 W40,10,7,4,10598,b7911,6,3,3,Correct,0.5416666666666666,Class #18
713017,U929,2019-09-16,2019-09 W37,2019 W37,9,16,9,8651,b6002,5,1,1,Correct,0.4333333333333333,Class #2
5654241,U10961,2019-08-29,2019-08 W34,2019 W34,8,29,16,10184,b7535,5,4,4,Correct,0.8,Class #9
12029617,U676105,2019-10-03,2019-10 W39,2019 W39,10,3,2,6666,b5113,6,2,2,Correct,0.2708333333333333,Class #18
11375366,U567513,2019-11-04,2019-11 W44,2019 W44,11,4,23,1802,b1534,3,1,1,Correct,0.4666666666666667,Class #17
5809392,U11403,2019-11-23,2019-11 W46,2019 W46,11,23,14,4426,b2958,5,2,3,Incorrect,0.3,Class #9
11142903,U541596,2019-03-23,2019-03 W11,2019 W11,3,23,10,5316,b3848,5,1,3,Incorrect,0.45,Class #17
8640795,U337695,2019-04-22,2019-04 W16,2019 W16,4,22,15,5625,b4157,5,3,1,Incorrect,0.25,Class #13
4628483,U7949,2019-10-22,2019-10 W42,2019 W42,10,22,4,10803,b7964,6,1,3,Incorrect,0.6458333333333334,Class #7
10309289,U468944,2019-03-18,2019-03 W11,2019 W11,3,18,0,6528,b5060,5,2,4,Incorrect,0.7333333333333333,Class #15
13235146,U796254,2019-11-06,2019-11 W44,2019 W44,11,6,8,4886,b3418,5,2,4,Incorrect,0.15,Class #20
8654461,U338970,2019-01-01,2019-01 W00,2019 W00,1,1,10,1970,b1590,3,1,1,Correct,0.2333333333333333,Class #13
6417448,U14129,2019-11-07,2019-11 W44,2019 W44,11,7,14,1857,b1553,3,2,3,Incorrect,0.4166666666666667,Class #10
995040,U1273,2019-07-19,2019-07 W28,2019 W28,7,19,14,8341,b5708,7,2,2,Correct,0.7833333333333333,Class #2
2300250,U3224,2019-08-05,2019-08 W31,2019 W31,8,5,15,10771,b7956,6,2,2,Correct,0.325,Class #4
533385,U676,2019-03-25,2019-03 W12,2019 W12,3,25,6,337,b337,2,3,3,Correct,0.7,Class #1
466483,U579,2019-06-20,2019-06 W24,2019 W24,6,20,9,6660,b5111,6,1,1,Correct,0.4208333333333333,Class #1
461065,U573,2019-08-09,2019-08 W31,2019 W31,8,9,5,6503,b5035,5,1,2,Incorrect,0.5666666666666667,Class #1
6187520,U12854,2019-04-01,2019-04 W13,2019 W13,4,1,10,10146,b7497,5,2,2,Correct,0.1166666666666666,Class #9
2182794,U3106,2018-12-27,2018-12 W52,2018 W52,12,27,15,5780,b4312,5,2,2,Correct,0.4333333333333333,Class #4
9446788,U392596,2019-02-20,2019-02 W07,2019 W07,2,20,13,3976,b2508,5,1,1,Correct,0.6,Class #14
10000621,U432595,2019-01-29,2019-01 W04,2019 W04,1,29,20,7963,b5498,7,3,3,Correct,1.2111166666666666,Class #15
5267047,U9857,2019-07-12,2019-07 W27,2019 W27,7,12,2,3367,b2056,4,3,3,Correct,0.1666666666666666,Class #8
8327202,U316472,2018-12-04,2018-12 W49,2018 W49,12,4,15,4869,b3401,5,3,3,Correct,2.8666666666666667,Class #13
8193278,U298436,2018-11-24,2018-11 W47,2018 W47,11,24,16,6263,b4795,5,1,3,Incorrect,0.4833333333333333,Class #12
3115274,U4817,2019-08-08,2019-08 W31,2019 W31,8,8,2,6781,b5172,6,2,2,Correct,0.7458333333333333,Class #5
8826076,U351780,2019-01-22,2019-01 W03,2019 W03,1,22,7,745,b745,2,1,1,Correct,0.25,Class #13
10501754,U486885,2019-04-10,2019-04 W14,2019 W14,4,10,7,5319,b3851,5,3,3,Correct,0.55,Class #16
8798430,U350196,2019-01-21,2019-01 W03,2019 W03,1,21,10,9457,b6808,5,4,4,Correct,0.75,Class #13
6945318,U18111,2019-06-29,2019-06 W25,2019 W25,6,29,11,17444,b11659,7,4,2,Incorrect,0.7666666666666667,Class #11
7457791,U257736,2019-01-26,2019-01 W03,2019 W03,1,26,6,10889,b7986,6,2,2,Correct,0.9791666666666666,Class #11
256796,U329,2019-07-17,2019-07 W28,2019 W28,7,17,17,11301,b8331,4,3,3,Correct,0.3777666666666665,Class #1
7569451,U261475,2018-10-25,2018-10 W43,2018 W43,10,25,7,5770,b4302,5,2,3,Incorrect,0.5,Class #12
12213114,U684113,2019-10-02,2019-10 W39,2019 W39,10,2,15,1184,b1184,2,2,2,Correct,0.05,Class #18
8505370,U327257,2018-12-20,2018-12 W51,2018 W51,12,20,8,3103,b1968,4,1,1,Correct,0.4166666666666667,Class #13
10730495,U505842,2019-02-23,2019-02 W07,2019 W07,2,23,6,7803,b5454,7,2,2,Correct,0.63,Class #16
9913496,U423139,2019-04-07,2019-04 W13,2019 W13,4,7,19,11036,b8089,1,3,3,Correct,0.4166666666666667,Class #15
10357279,U471347,2019-03-07,2019-03 W09,2019 W09,3,7,7,606,b606,2,1,1,Correct,0.3,Class #16
6602990,U15376,2019-08-26,2019-08 W34,2019 W34,8,26,14,7059,b5241,7,4,4,Correct,0.7466666666666667,Class #10
1760322,U2280,2019-08-15,2019-08 W32,2019 W32,8,15,9,8033,b5514,7,3,2,Incorrect,0.7666666666666667,Class #3
6771680,U16611,2019-11-25,2019-11 W47,2019 W47,11,25,12,1724,b1508,3,3,3,Correct,0.05555,Class #10
9398384,U390149,2019-01-28,2019-01 W04,2019 W04,1,28,0,2181,b1661,3,3,3,Correct,0.5,Class #14
239273,U318,2018-11-14,2018-11 W46,2018 W46,11,14,5,1246,b1246,2,1,2,Incorrect,0.3833333333333333,Class #1
2864753,U4229,2019-08-18,2019-08 W32,2019 W32,8,18,5,3956,b2488,5,1,1,Correct,0.3166666666666666,Class #5
1416436,U1683,2019-10-06,2019-10 W39,2019 W39,10,6,9,2160,b1654,3,4,4,Correct,0.4166666666666667,Class #3
11291169,U561975,2019-04-18,2019-04 W15,2019 W15,4,18,14,2361,b1721,3,1,4,Incorrect,0.35,Class #17
11193498,U546366,2019-07-01,2019-07 W26,2019 W26,7,1,16,3118,b1973,4,1,1,Correct,0.4888833333333333,Class #17
12081494,U678188,2019-09-12,2019-09 W36,2019 W36,9,12,6,2832,b1878,4,2,2,Correct,0.5666666666666667,Class #18
13235827,U796401,2019-11-17,2019-11 W45,2019 W45,11,17,1,2190,b1664,3,4,4,Correct,0.3944333333333333,Class #20
3539510,U5731,2019-10-29,2019-10 W43,2019 W43,10,29,5,10635,b7920,6,1,1,Correct,0.6041666666666666,Class #6
5736065,U11238,2019-08-29,2019-08 W34,2019 W34,8,29,6,383,b383,2,2,2,Correct,0.25,Class #9
4216850,U7405,2019-09-24,2019-09 W38,2019 W38,9,24,1,7614,b5392,7,4,2,Incorrect,1.49,Class #7
3623976,U5974,2019-11-11,2019-11 W45,2019 W45,11,11,20,8457,b5808,5,4,4,Correct,0.2833333333333333,Class #6
2131532,U2980,2019-03-08,2019-03 W09,2019 W09,3,8,9,10936,b7998,6,4,4,Correct,0.4083333333333333,Class #4
9899466,U421976,2019-02-25,2019-02 W08,2019 W08,2,25,5,240,b240,2,2,2,Correct,0.2833333333333333,Class #15
4730134,U8294,2019-04-09,2019-04 W14,2019 W14,4,9,13,135,b135,1,4,4,Correct,0.45,Class #7
5723668,U11165,2019-08-22,2019-08 W33,2019 W33,8,22,7,576,b576,2,3,3,Correct,0.3,Class #9
393615,U479,2019-07-18,2019-07 W28,2019 W28,7,18,1,1622,b1474,3,2,2,Correct,0.4277666666666667,Class #1
10793178,U512892,2019-02-27,2019-02 W08,2019 W08,2,27,3,5858,b4390,5,4,4,Correct,0.4333333333333333,Class #16
12364999,U744918,2019-11-01,2019-11 W43,2019 W43,11,1,23,11542,b8468,6,3,2,Incorrect,0.6,Class #19
6563743,U15224,2019-10-20,2019-10 W41,2019 W41,10,20,14,10333,b7684,5,4,1,Incorrect,0.6166666666666667,Class #10
6246583,U13131,2019-10-07,2019-10 W40,2019 W40,10,7,1,1301,b1301,2,2,2,Correct,0.2666666666666666,Class #10
4506098,U7729,2019-09-18,2019-09 W37,2019 W37,9,18,3,1193,b1193,2,3,2,Incorrect,0.2833333333333333,Class #7
9372148,U388861,2019-01-08,2019-01 W01,2019 W01,1,8,7,3688,b2220,5,4,4,Correct,0.25,Class #14
7679261,U267216,2019-01-22,2019-01 W03,2019 W03,1,22,12,6043,b4575,5,3,3,Correct,0.25,Class #12
2800226,U4090,2019-08-02,2019-08 W30,2019 W30,8,2,14,296,b296,2,3,3,Correct,0.2666666666666666,Class #5
11969110,U670388,2019-08-27,2019-08 W34,2019 W34,8,27,13,599,b599,2,1,1,Correct,0.1666666666666666,Class #18
7507489,U259723,2019-03-05,2019-03 W09,2019 W09,3,5,14,4103,b2635,5,3,3,Correct,0.3,Class #11
6441571,U14343,2019-03-17,2019-03 W10,2019 W10,3,17,16,6017,b4549,5,3,3,Correct,0.3333333333333333,Class #10
11312622,U562874,2019-05-06,2019-05 W18,2019 W18,5,6,19,5630,b4162,5,4,4,Correct,0.65,Class #17
10810142,U514680,2019-04-27,2019-04 W16,2019 W16,4,27,6,11013,b8066,1,4,4,Correct,0.3166666666666666,Class #16
